1	0.0861213759
2	0.0562245240
3	0.0391690378
4	0.0403622653
5	0.0360592931
6	0.0239912871
7	0.0278242732
8	0.0220842129
9	0.0227388002
10	0.0257220184
11	0.0301232767
12	0.0280688887
13	0.0349282654
14	0.0254117931
15	0.0277450187
16	0.0271764921
17	0.0821033996
18	0.0313841120
19	0.0414545865
20	0.0359995892
21	0.0214263456
22	0.0237523524
23	0.0249337032
24	0.0156555255
25	0.0130522976
26	0.0124054932
27	0.0156088730
28	0.0152165705
29	0.0132481717
30	0.0229488997
31	0.0229808428
32	0.0204237199
33	0.0211673956
34	0.0186535338
35	0.0253434170
36	0.0405967382
37	0.0408234790
38	0.0168213339
39	0.0252908443
40	0.0238139501
