1	129.1340359073	2.1110407245
2	85.6634258770	1.9327954388
3	27.5692476390	1.4404249144
4	14.5020694035	1.1614299792
5	10.3613656704	1.0154170010
6	3.4534621812	0.5382547044
7	2.9306915545	0.4669701128
8	0.4793774149	-0.3193224309
9	0.2621255583	-0.5814906315
10	0.1906198097	-0.7198319684
11	0.0873021452	-1.0589750848
12	0.0705561496	-1.1514651277
13	0.1225510716	-0.9116828868
14	0.0859154199	-1.0659288829
15	0.0973634905	-1.0116038649
16	0.0783700617	-1.1058498110
17	0.0768895000	-1.1141329632
18	0.1603404573	-0.7949568821
19	0.1714032730	-0.7659808893
20	0.0965585967	-1.0152090543
21	0.1174004086	-0.9303303915
22	0.1104057045	-0.9570084865
23	0.1027837457	-0.9880755597
24	0.0774098279	-1.1112038982
25	0.1092561225	-0.9615542166
26	0.0600999190	-1.2211261135
27	0.1257012065	-0.9006605539
28	0.1313724345	-0.8814957519
29	0.1673894018	-0.7762720426
30	0.0709814625	-1.1488550565
31	0.0811928832	-1.0904820361
32	0.1022820213	-0.9902006981
33	0.0619668376	-1.2078406667
34	0.1509629081	-0.8211297466
35	0.0699983408	-1.1549122543
36	0.0926155785	-1.0333159563
37	0.0960837336	-1.0173501295
38	0.0791346579	-1.1016332706
39	0.1064591008	-0.9728172064
40	0.0814095038	-1.0893248922
