1	0.9600000000
2	0.9175257732
3	0.9684210526
4	1.0000000000
5	1.0000000000
6	1.0000000000
7	1.0000000000
8	1.0000000000
9	1.0000000000
10	1.0000000000
11	1.0000000000
12	1.0000000000
13	1.0000000000
14	1.0000000000
15	1.0000000000
16	1.0000000000
17	0.9888888889
18	0.9555555556
19	0.8924731183
20	0.8673469388
21	0.8750000000
22	0.8494623656
23	0.8210526316
24	0.8314606742
25	0.8260869565
26	0.7934782609
27	0.7674418605
28	0.6976744186
29	0.6777777778
30	0.6739130435
31	0.6483516484
32	0.6704545455
33	0.6555555556
34	0.6774193548
35	0.6956521739
36	0.6489361702
37	0.6111111111
38	0.6521739130
39	0.6823529412
40	0.7222222222
