1	0.9800000000
2	0.8873239437
3	0.5238095238
4	0.3703703704
5	0.0232558140
6	0.0117647059
7	0.0112359551
8	0.0000000000
9	0.0000000000
10	0.0000000000
11	0.0000000000
12	0.0000000000
13	0.0000000000
14	0.0000000000
15	0.0000000000
16	0.0000000000
17	0.0000000000
18	0.0000000000
19	0.0000000000
20	0.0000000000
21	0.0100000000
22	0.0200000000
23	0.0100000000
24	0.0000000000
25	0.0200000000
26	0.0000000000
27	0.0700000000
28	0.0808080808
29	0.0700000000
30	0.0100000000
31	0.0400000000
32	0.0600000000
33	0.0200000000
34	0.0300000000
35	0.0202020202
36	0.0900000000
37	0.0900000000
38	0.0400000000
39	0.0600000000
40	0.0300000000
